Author,Date,Text,Retweet?,Polarity_SW,Polarity_NSW,User Location,User_Follower_Count,Longitude,Latitude
shredbin,2019-12-12 12:55:36,"Want inside look impeachment? Watch former Chairman Mark Meadows details content, process,",True,0.0,0.0,,138,,
KingEdOfBelugas,2019-12-12 12:55:36,MADE DAY public servants Trump smeared 'traitors' 'human scum' Time magazine's 2019,True,-0.09999999999999999,-0.09999999999999999,,3972,,
lionsmds,2019-12-12 12:55:36,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,United States,1344,,
Weightroomdude,2019-12-12 12:55:36,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,"Florida, USA",454,,
JerryDHanley,2019-12-12 12:55:36,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,111,,
pjjimmy,2019-12-12 12:55:37,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,,166,,
edpickart,2019-12-12 12:55:37,"Hallo, read Thread Everyone's talking impeachment Clinton",True,0.0,0.0,"Forest Park, IL",988,,
pinkskipper21,2019-12-12 12:55:37,"Daniel Goldman, lead impeachment investigator, attacked Trump Twitter 2018 claimed Steele",True,0.0,0.0,,476,,
droy18,2019-12-12 12:55:37,Shows biased prejudiced closed minded,False,-0.1,-0.1,"Maine, USA",22,,
JLothe2nd,2019-12-12 12:55:37,Republicans accept obstruction Congress. article impeachment Nixon charge ended,True,0.0,0.0,Southern California,164,,
WeHereWya,2019-12-12 12:55:37,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,"Los Angeles, CA",123,,
BlackStarAura,2019-12-12 12:55:37,Democrats dominating impeachment debate tonight. embarrassing Republicans. Even them. bad.,True,-0.6999999999999998,-0.6999999999999998,"Detroit, Michigan",57,,
mahahn43,2019-12-12 12:55:37,Let get straight Congress 9 approval rate trying remove president 52 approval rate,True,0.2,0.2,,1678,,
kwood360,2019-12-12 12:55:37,Adam Schiff's top impeachment stafferthe guy questioned witnesses HSPCI's impeachment theater wrote,True,0.5,0.5,,1435,,
dem_sc,2019-12-12 12:55:37,MoscowMitch way much power unpopular guy Kentucky.,True,0.2,0.2,,95,,
peoplepower9000,2019-12-12 12:55:37,"dumb motherfucker got elected Congress. youre thinking running office doubt whether can,",True,-0.375,-0.375,,664,,
tomestextiles,2019-12-12 12:55:37,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,"Florida, USA",1736,,
SusanWi33046029,2019-12-12 12:55:37,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,the Great USA,1638,,
mmtrendy,2019-12-12 12:55:37,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,"Texas, USA",773,,
Fostrt,2019-12-12 12:55:37,MADE DAY public servants Trump smeared 'traitors' 'human scum' Time magazine's 2019,True,-0.09999999999999999,-0.09999999999999999,,1261,,
dutzie60,2019-12-12 12:55:37,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,226,,
MetcalfSr,2019-12-12 12:55:37,Adam Schiff arbitrarily releases phone records 1st Amendment protected reporter. State Department bureaucrats,True,-0.1,-0.1,,760,,
CliffWilkin,2019-12-12 12:55:38,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,United States,24872,,
unhootchie,2019-12-12 12:55:38,skibenes Republicans hijack impeachment soon reaches senate everything power make pr,True,0.0,0.0,,171,,
JEResist,2019-12-12 12:55:38,"Pence obstructs congress. call legitimately classified, thinks impeachment inqui",True,0.0,0.0,,680,,
CarlosFCamargo1,2019-12-12 12:55:38,Opinion | Kurt Bardella Republican men spent entire impeachment yelling,True,-0.05,-0.05,"Oakland, CA",24,,
jones_giorgio,2019-12-12 12:55:38,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,"Wisconsin, USA",4198,,
randyfraz,2019-12-12 12:55:38,difference Democrats Republicans clear Judiciary debate articles impeachment.,True,0.13000000000000003,0.10000000000000002,,482,,
corn_barley,2019-12-12 12:55:38,daily reminder blocked election security bills getting vote.,True,0.0,0.0,,2589,,
LaurenHailey201,2019-12-12 12:55:38,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,Pennsylvania,3622,,
mei_ela,2019-12-12 12:55:38,"Daniel Goldman, lead impeachment investigator, attacked Trump Twitter 2018 claimed Steele",True,0.0,0.0,,366,,
krogers2525,2019-12-12 12:55:38,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,6,,
Tandem2Tandem,2019-12-12 12:55:38,"President United States literally sense right wrong Constitution, impeachment truly",True,-0.10714285714285715,-0.10714285714285715,,32,,
itsannnnk,2019-12-12 12:55:38,25 min,False,0.0,0.0,,51,,
tishkabibble,2019-12-12 12:55:38,"Holy cow, attacked teenager Twitter morning got Time Person Year award",True,-0.13333333333333333,-0.13333333333333333,"East Hampton, CT",79,,
JuchaDee,2019-12-12 12:55:38,BREAKING House Democrats announced continue pursue impeachment President Trump even AFT,True,0.0,0.0,,7,,
369LuLu,2019-12-12 12:55:38,". rather shocking Democrats built impeachment articles mere hearsay, speculation,",True,-0.75,-0.75,,302,,
debbielleonardo,2019-12-12 12:55:38,hope watching House Judiciary Committee debating articles Impeachment...it stunning...are going,True,0.0,0.0,"New York, NY",2087,,
DirtFarmerJeff,2019-12-12 12:55:38,"dumb motherfucker got elected Congress. youre thinking running office doubt whether can,",True,-0.375,-0.375,,217,,
thegnatster1,2019-12-12 12:55:38,"WOKE Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. N",True,-0.25,-1.0,THE United States of America,5821,,
CastonChris,2019-12-12 12:55:38,They've accused raping teenagers procured pedophile trafficker Jeffrey Epstein,True,0.0,0.0,"Chicago, Illinois",2025,,
jeirvine,2019-12-12 12:55:38,Many say twitter wasteland. say not. depends follow.,False,0.5,0.5,Land of Pleasant Living,75,,
SunnyBlondie,2019-12-12 12:55:38,1. power Pence decide classify phone calls? 2. Adam Schiff STILL investigating even ArticlesOfImp,True,0.0,0.0,,3420,,
winds_j,2019-12-12 12:55:38,"WOKE Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. N",True,-0.25,-1.0,"US Flag emoji, FU Twitter!",290,,
txhans,2019-12-12 12:55:38,"December 12th 2019. One citizen, call resignation impeachment fascist Donald J Trump President",True,0.0,0.0,Texas - where else?,2557,,
jaysbookman,2019-12-12 12:55:38,Remember Republicans lost mind one impeachment witnesses said Barron Trumps name,True,0.0,0.0,"Atlanta, GA.",14537,,
elmerjfudd2012,2019-12-12 12:55:38,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"Texas, USA",2196,,
guitarplayr1969,2019-12-12 12:55:38,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,"Tennessee, USA",3674,,
MaysPatriot,2019-12-12 12:55:39,"Impeachment markup heats Dems invoke MLK, Nadler says 'we cannot rely election' oust Trump",True,0.0,0.0,"Texas, USA",19929,,
TXSVIKING,2019-12-12 12:55:39,New Polls Say Americans Oppose Impeachment. nothing wrong. first Impeach,True,0.09659090909090909,-0.03787878787878788,God Bless Texas,32051,,
maryjogillman,2019-12-12 12:55:39,"1998, midst Clinton impeachment, Chris Matthews asked businessman Donald Trump advice would Pres",True,0.0,0.0,Midwest,196,,
BillieF1234,2019-12-12 12:55:39,"Basically, Trump stewing borschting? knows Ukraine extortion small pierogies compared else",True,-0.25,-0.25,"Pittsgrove, NJ",532,,
thornedella,2019-12-12 12:55:39,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,,4376,,
MindsEyeImages,2019-12-12 12:55:39,WATCH Jordan destroys Dems' impeachment sham. comes Dems never accepted results,True,-0.1777777777777778,-0.2,England,1590,,
NC4moreyears,2019-12-12 12:55:39,Law Republican Invites Democrats Impeachment Hearing Second Inauguration 2021,True,0.0,0.0,United States,3988,,
JerryDHanley,2019-12-12 12:55:39,"months, Democrats delayed President Trumps USMCA blocked routine legislation Congress must pass",True,0.0,0.0,,111,,
Debster2017,2019-12-12 12:55:39,. ripped House majority's impeachment counsel Daniel Goldman donating tens thousands dollars,True,0.0,0.0,"Guthrie, OK",700,,
shazdanz,2019-12-12 12:55:39,"hadnt done crime, wouldnt need whine. Sad",True,-0.5,-0.5,,176,,
OfficialCritic,2019-12-12 12:55:39,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,"Albuquerque, NM",204,,
PresentTense46,2019-12-12 12:55:39,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,,278,,
u2biker,2019-12-12 12:55:39,". quickest, thinnest, weakest, partisan impeachment American presidential histo",True,0.25,0.0,"Miami, FL",20236,,
MAGALisaHartz,2019-12-12 12:55:39,MUSTREAD Gaetz Torches Democrats Impeachment Lawyer Says Hes Partisan ImpeachmentHearings,True,0.0,0.0,"Kansas, USA",11883,,
jhaze1965,2019-12-12 12:55:39,"Impeachment sounds great. Lets go back losing jobs, higher unemployment, terrible trade deals, low GPD, higher tax",True,0.05000000000000001,0.05000000000000001,,134,,
jiabbot,2019-12-12 12:55:40,Impeachment bread dough oven. born disgraced.,False,0.0,0.0,"Greater Hartford, CT",146,,
echandalj,2019-12-12 12:55:40,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,Honduras,527,,
Alpha_Paladin,2019-12-12 12:55:40,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,"Washington, DC",203,,
MMangoz,2019-12-12 12:55:40,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,,4042,,
GregJon27277299,2019-12-12 12:55:40,Join us front White House impeachment day. Theres rapist path. Trump literal rapis,True,0.0,0.0,"Watertown, NY",522,,
nflcwbys69,2019-12-12 12:55:40,hope watching House Judiciary Committee debating articles Impeachment...it stunning...are going,True,0.0,0.0,,25,,
kgtool,2019-12-12 12:55:40,"Alice Wonderland Impeachment Verdict First, Evidence Never. wild abuse power PelosiSchiff attacks",True,0.175,0.1,,4,,
luizhsrodrigues,2019-12-12 12:55:40,last week WH &amp; allies slammed Democratic impeachment witness bringing President's son Barron h,True,0.0,0.0,"Niterói, Brasil",371,,
area_daniel,2019-12-12 12:55:40,think impeachment interference 2020 election wrong?,True,-0.5,-0.5,upstate NY,1761,,
j_mcmurrin,2019-12-12 12:55:40,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,,82,,
3Dpixie,2019-12-12 12:55:40,"Democrat Hank Johnson falsely claimed tonight didnt support impeachment recently. fact, pu",True,-0.20000000000000004,-0.20000000000000004,"California, USA",170,,
RoLDaNSwoRD7,2019-12-12 12:55:41,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,In your head,97,,
Harris9Milt,2019-12-12 12:55:41,"Two Democrats Turn Impeachment 9 Total Waffling Vote Nadler Freaking Out, Dems Lose",False,0.25,0.0,United States,9010,,
johnristick99,2019-12-12 12:55:41,lot,False,0.5,0.0,,8,,
SheSternly,2019-12-12 12:55:41,Well. Well. Well. U SUPPO IMPEACHMENT &amp; REMOVAL? angry? We've got ONE SHOT. B,True,-0.5,-0.5,"San Francisco, CA",9849,,
listeningin35,2019-12-12 12:55:41,"anybody remember impeachment started? happened Biden blackmailed Ukraine $1,000,000,000 drop",True,0.0,0.0,,669,,
Kim05098521,2019-12-12 12:55:41,"Want inside look impeachment? Watch former Chairman Mark Meadows details content, process,",True,0.0,0.0,United States,1212,,
Jkineman,2019-12-12 12:55:41,TRUMP IGNORED INJURED AMERICA Egregious proven criminal intent.,True,-0.4,-0.4,"Seattle, WA",11716,,
Lupita22264168,2019-12-12 12:55:41,. Democrat votes flimsy articles impeachment voting sacrifice House,True,0.0,0.0,,8,,
SaveDemocracy16,2019-12-12 12:55:41,Mike Pences counsel rejected House Democrats request declassify details Sept. 18 call Pence Ukraines p,True,0.0,0.0,"Washington, DC",169,,
IreneEagle1,2019-12-12 12:55:41,". shows partisan Democrats' lead investigator, Mr. Goldman, partisan hack. NOTHING",True,0.0,0.0,South Carolina,3236,,
KimRick31years,2019-12-12 12:55:41,". Abuses, Obstruction Congress, Come Congress via",True,0.0,0.0,#DeportTxIllegalAliens🇨🇱👊,1067,,
hasler_charlie,2019-12-12 12:55:41,FUN FACT Impeachment pollin 810 points higher Trumps approval ratin.,True,0.275,0.275,"Llangollen, Wales",281,,
tigger1972,2019-12-12 12:55:41,Emoluments Crime happening speak... he's probably deliberately sending try trigger left,True,0.0,0.0,toronto,1915,,
hazman_zul,2019-12-12 12:55:41,"experience korean supplier said najib 1mdb, said, Hahahahha true like",True,0.11666666666666665,0.35,,146,,
mel33,2019-12-12 12:55:42,USA Today editorial board calls Trump's impeachment,True,0.0,0.0,"Massachusetts, USA",6211,,
LisaCacciarelli,2019-12-12 12:55:42,"Raise hand think Alyssa go back terrible acting, stop waste time impeachment hoax sil",True,-0.3,-0.3,,290,,
CharlieEricks10,2019-12-12 12:55:42,. ripped House majority's impeachment counsel Daniel Goldman donating tens thousands dollars,True,0.0,0.0,S.W.Florida,1110,,
ckorie17,2019-12-12 12:55:42,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,Malaysia,1181,,
niagoddess1,2019-12-12 12:55:42,obstruction,False,0.5,0.0,Mi,15,,
real_hendertc,2019-12-12 12:55:42,"gal. Swamp's elite libs finally admit THEY, common voters, decide POTUS",True,-0.15,-0.15,United States,3467,,
EdwardCalame,2019-12-12 12:55:42,"Want inside look impeachment? Watch former Chairman Mark Meadows details content, process,",True,0.0,0.0,The Great State Of Oklahoma,31909,,
riazsheiq,2019-12-12 12:55:42,"Bribery, Mueller, emoluments know went I'm sure expressing surprise ev",True,-0.25,0.5,,1,,
Diasubaldo,2019-12-12 12:55:42,"Democrat caller Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen.",True,-0.25,-1.0,"England, United Kingdom",144,,
WBryanH,2019-12-12 12:55:42,"Moscow Mitch bribed boatloads campaign cash , course agreed acquit. Half",True,-0.16666666666666666,-0.16666666666666666,SF Bay area,191,,
DonnaMAbercrom1,2019-12-12 12:55:42,. ripped House majority's impeachment counsel Daniel Goldman donating tens thousands dollars,True,0.0,0.0,USA,4614,,
GormallyAndrew,2019-12-12 12:55:42,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,,138,,
alertdata3,2019-12-12 12:55:42,Stonewalling works,True,0.0,0.0,,79,,
JohanMatthee101,2019-12-12 12:55:42,. ripped House majority's impeachment counsel Daniel Goldman donating tens thousands dollars,True,0.0,0.0,South Africa,3204,,
IluvQ2,2019-12-12 12:55:42,Heavy Heart? thought Ass.,True,-0.2,-0.2,,3273,,
mauridpf1933,2019-12-12 12:55:42,Good luck Chris. watching cuz lie right face like they've lying american p,False,0.32857142857142857,0.32857142857142857,,18,,
demersbl1,2019-12-12 12:55:43,". rather shocking Democrats built impeachment articles mere hearsay, speculation,",True,-0.75,-0.75,"Albuquerque, NM",3,,
gisellegrenier,2019-12-12 12:55:43,"NEWS Pence's office rejected Schiff's request declassify Jennifer Williams' supplemental testimony, declaring",True,0.0,0.0,,1425,,
PamSimson,2019-12-12 12:55:43,"Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. Now,",True,-0.25,-1.0,,965,,
georginapond1,2019-12-12 12:55:43,"CLEAR Democrat need honesty integrity President, Republican ca",True,0.10000000000000002,0.10000000000000002,CA,1902,,
dwayne_gordner,2019-12-12 12:55:43,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,New Jersey,79,,
kdub82505,2019-12-12 12:55:43,like they're racing place many farright wing judges possible impeachment lands Senate's lap. N,True,0.25,0.25,"Colorado, USA",489,,
Kathy76147641,2019-12-12 12:55:43,Knowledge exculpatory evidence several weeks ago could've spared us whole quid pro quo/bribery nonsense...unless,True,0.1,0.1,,350,,
LTrutter,2019-12-12 12:55:43,"new, outstanding episode , Christopher Steele Ivanka, out. smarter TV pundits liste",True,0.3181818181818182,0.3181818181818182,,408,,
clare_goodone,2019-12-12 12:55:43,vote Articles Impeachment President Donald Trump. vote impeach vote,True,0.0,0.0,"Cape Cod, MA",195,,
alanbarnes20,2019-12-12 12:55:43,"Moscow Mitch bribed boatloads campaign cash , course agreed acquit. Half",True,-0.16666666666666666,-0.16666666666666666,,1365,,
jdboss33,2019-12-12 12:55:43,BREAKING House Democrats announced continue pursue impeachment President Trump even AFT,True,0.0,0.0,,211,,
EightTons,2019-12-12 12:55:43,"NEWS Pence's office rejected Schiff's request declassify Jennifer Williams' supplemental testimony, declaring",True,0.0,0.0,Well-grounded,1167,,
CNThabet,2019-12-12 12:55:43,Philadelphia Inquirer Editorial Board endorse vote impeach president. removal office unlike,True,0.0,0.0,"Greensboro, NC",176,,
aspedteacher,2019-12-12 12:55:43,"Moscow Mitch bribed boatloads campaign cash , course agreed acquit. Half",True,-0.16666666666666666,-0.16666666666666666,"madison, ms",178,,
Rocket54441,2019-12-12 12:55:43,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,#Louisiana,10007,,
SfaLumberjack21,2019-12-12 12:55:43,"hadnt done crime, wouldnt need whine. Sad",True,-0.5,-0.5,"Texas, By God USA",3030,,
Deplorblenumbr1,2019-12-12 12:55:43,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,,100,,
ItsaBarbism,2019-12-12 12:55:43,BREAKING House Democrats announced continue pursue impeachment President Trump even AFT,True,0.0,0.0,"Florida, USA",211,,
JimmyEd5,2019-12-12 12:55:43,Democrats refuse accept results 2016 election. Impeachment partisan sham make sure Pre,True,0.15,0.15,,4097,,
keshamresham,2019-12-12 12:55:43,"love dems republicans can, quote, overwhelmingly agree trump's $783 billion dollar military increase whil",True,0.3,0.3, India,36,,
RMontea4,2019-12-12 12:55:44,vote Articles Impeachment President Donald Trump. vote impeach vote,True,0.0,0.0,,98,,
WVAMarcum,2019-12-12 12:55:44,Pelosi lied country promising get things done. Americans wanted Democrats *lower prescription drug c,True,0.2,0.2,"West, TX",1068,,
TiffanyDCross,2019-12-12 12:55:44,show though completely normal? Black protestors police brutality casually called mass murd,True,-0.17222222222222228,-0.17222222222222228,"Washington, DC",93107,,
karmatimebitch,2019-12-12 12:55:44,Emoluments Crime happening speak... he's probably deliberately sending try trigger left,True,0.0,0.0,,811,,
notmiprez,2019-12-12 12:55:44,FUN FACT Impeachment pollin 810 points higher Trumps approval ratin.,True,0.275,0.275,"Chico, CA",1430,,
kammeo,2019-12-12 12:55:44,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,"College Station, Texas",434,,
GrajaFae,2019-12-12 12:55:44,Makes wonder hes done something even worse dont know about.,True,-0.4,-0.4,,162,,
ltanner70,2019-12-12 12:55:44,"Sen. Richard Blumenthal says thinks high end, 5 10 Republican senators could vote impeachment. said",True,0.16,0.16,"Connecticut, USA",2679,,
rosemaryindiana,2019-12-12 12:55:44,THANK crushed it. arent following Incredibly impressive.,True,0.3,0.3,Displaced by hurricane/ALABAMA,6082,,
PeytonKoran,2019-12-12 12:55:44,"Majority Americans say Trump cooperate impeachment, sought hinder investigation, poll says",True,0.0,0.0,"Austin, TX",967,,
ChrisNoelMills,2019-12-12 12:55:44,"Jordan again. afternoon 445, Democrats said Republicans must submit amendments ridiculous impeachme",True,-0.3333333333333333,-0.3333333333333333,,4063,,
Miya37,2019-12-12 12:55:44,Everyone's talking impeachment Clinton &amp; Johnson presidents ever impeached. people,True,0.25,0.0,Texas,77,,
MamaGoddess1,2019-12-12 12:55:44,"quickest, thinnest, weakest, partisan impeachment American Presidential history.",True,0.25,0.0,"Virginia, USA",376,,
KerrieDonald4,2019-12-12 12:55:44,Democrat attacks President fall one three categories 1. Hearsay 2. Conjecture 3. Substantive policy,True,0.0,0.0,"Scotland, United Kingdom",6392,,
IknowNo24994942,2019-12-12 12:55:44,"dislike us much willing weaponize government. years ago, IRS. recent",True,0.15,0.125,Pennsylvania,1691,,
marham50,2019-12-12 12:55:44,"NEWS Pence's office rejected Schiff's request declassify Jennifer Williams' supplemental testimony, declaring",True,0.0,0.0,Georgia,2938,,
DavidSi00941078,2019-12-12 12:55:44,"Impeachment become reflexive Dems. theyve wanted along. Impeachment passion, drug,",True,0.0,0.0,"Texas, USA",256,,
brokenveteran2,2019-12-12 12:55:44,"guy sitting next Nadler slipped piece paper Wake America, scam performed scum http",True,-0.15,-0.15,,4117,,
LISASNOWDEN14,2019-12-12 12:55:45,BREAKING House Democrats announced continue pursue impeachment President Trump even AFT,True,0.0,0.0,United States,34,,
GregoryWilli,2019-12-12 12:55:45,,True,0.0,0.0,"Georgia, USA",10135,,
mjgopanthers,2019-12-12 12:55:45,Opinion | Kurt Bardella Republican men spent entire impeachment yelling,True,-0.05,-0.05,,509,,
DevinRogerino,2019-12-12 12:55:45,much fun getting meet work hilarious comedian making video,False,0.4,0.4,,2228,,
ggmts_ann,2019-12-12 12:55:45,Lots republicans took oath defend constitution wont watch.,False,0.0,0.0,Ohio ,209,,
luckyginnie3,2019-12-12 12:55:45,"hadnt done crime, wouldnt need whine. Sad",True,-0.5,-0.5,"Pinellas Park, FL",2731,,
SueM21731182,2019-12-12 12:55:45,Philadelphia Inquirer Editorial Board endorse vote impeach president. removal office unlike,True,0.0,0.0,,55,,
BethBCormack,2019-12-12 12:55:45,Democrats Tuesday unveiled two articles impeachment president abuse power obstruction Congre,True,0.0,0.0,,293,,
Angela81702575,2019-12-12 12:55:45,"tweeted freshmen democrat politicians house, please tweets ASAP ImpeachmentVote thi",True,0.0,0.0,,664,,
blueyedlvrgirl,2019-12-12 12:55:45,Pelosi lied country promising get things done. Americans wanted Democrats *lower prescription drug c,True,0.2,0.2,"Ohio, USA",5788,,
01_zebra,2019-12-12 12:55:45,OH HELL LET RUN COURSE WANT TESTIMONIALS SENATE LYING DEMOCRATS EXPOSED,True,0.0,0.0,USA,12926,,
jakr1q,2019-12-12 12:55:45,"anybody remember impeachment started? happened Biden blackmailed Ukraine $1,000,000,000 drop",True,0.0,0.0,"Oregon,Ohio",2510,,
RobbT__,2019-12-12 12:55:45,Let get straight Congress 9 approval rate trying remove president 52 approval rate,True,0.2,0.2,,2710,,
Grammie13096941,2019-12-12 12:55:45,LoMe Little Impeachment Dance,True,-0.1875,-0.1875,,2685,,
mmtrendy,2019-12-12 12:55:45,. ripped House majority's impeachment counsel Daniel Goldman donating tens thousands dollars,True,0.0,0.0,"Texas, USA",773,,
marvinpittman,2019-12-12 12:55:46,"Bunch BIG NEWS Many people asking months what's issue, tonight proudly announce...",True,0.43333333333333335,0.43333333333333335,"Stamford, CT",321,,
LASR0411,2019-12-12 12:55:46,"Wait, InfoWars host Johnson interviewed random Trump supporter video?",True,-0.5,-0.5,Massachusetts,67,,
wwjdeux,2019-12-12 12:55:46,"WOKE Democrat Alabama watching Brett Kavanaugh hearings, disgusting thing I've seen. N",True,-0.25,-1.0,,4236,,
glennwa1,2019-12-12 12:55:46,Pelosi lied country promising get things done. Americans wanted Democrats *lower prescription drug c,True,0.2,0.2,"Hendersonville, TN",10723,,
ctldc,2019-12-12 12:55:46,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,"Oklahoma, USA",66,,
Kealoha303,2019-12-12 12:55:46,"Moscow Mitch bribed boatloads campaign cash , course agreed acquit. Half",True,-0.16666666666666666,-0.16666666666666666,,429,,
TomMetrick,2019-12-12 12:55:46,Kurt answers question always yelling,True,0.0,0.0,Cologne,1085,,
EarleHutchison1,2019-12-12 12:55:46,FLOOD PHONE LINES sure call congressional representative express outrage sham impeachment,True,0.15,0.15,"Florida, USA",72,,
NPThomas4,2019-12-12 12:55:46,"Rep. Dean suggested actions, historic call impeachment, based dislike, even hatred,",True,0.0,0.0,,150,,
CHHolte,2019-12-12 12:55:46,Impeachment reflexive GOP. good reasons impeach people Bus,False,0.7,0.7,"Brunswick, MD",8045,,
matson9999,2019-12-12 12:55:46,Impeachment double jeopardy situation. Dont let get away thing.,False,0.0,0.0,California,698,,
DerekC2016,2019-12-12 12:55:46,Watch Virginia Dem faces shouts Trump impeachment fiery town hall constituents | Fox News,False,0.0,0.0,In Your Head,13363,,
InfidelSupreme,2019-12-12 12:55:46,lot moderate Dems recognize political loser impeachment is. They're encouraging leadersh,True,0.0,0.0,The Great Republic of Texas,3191,,
colmmacn,2019-12-12 12:55:46,"USA Today comes impeachment, joining editorial boards LA Times, WaPo, Boston Globe",True,0.0,0.0,"Rhode Island, USA",779,,
HathawayHeidi,2019-12-12 12:55:46,Makes wonder hes done something even worse dont know about.,True,-0.4,-0.4,Indiana,383,,
gosselinandre13,2019-12-12 12:55:46,"Wait, InfoWars host Johnson interviewed random Trump supporter video?",True,-0.5,-0.5,,89,,
PaulGregory2173,2019-12-12 12:55:46,Democrat attacks President fall one three categories 1. Hearsay 2. Conjecture 3. Substantive policy,True,0.0,0.0,"Arizona, USA",6309,,
JasonMillman,2019-12-12 12:55:47,Remember Republicans lost mind one impeachment witnesses said Barron Trumps name,True,0.0,0.0,"Washington, DC",13647,,
missvalarie2,2019-12-12 12:55:47,1. power Pence decide classify phone calls? 2. Adam Schiff STILL investigating even ArticlesOfImp,True,0.0,0.0,,1052,,
schober_henry,2019-12-12 12:55:47,"Impeachment fail Senate, worth because, like O. J. criminal trial,",True,-0.20000000000000004,-0.20000000000000004,"Philadelphia, PA",1115,,
MikeFoley945,2019-12-12 12:55:47,WATCHThis angers Nancy admitted Democrats trying impeach Trump 2.5 years... ImpeachmentHoax 21/2 Yea,True,0.0,0.0,"Clearwater, FL",1438,,
Sophiaishoping,2019-12-12 12:55:47,WATCH Jordan destroys Dems' impeachment sham. comes Dems never accepted results,True,-0.1777777777777778,-0.2,North by Northwest,137,,
SurfPHX,2019-12-12 12:55:47,"Want inside look impeachment? Watch former Chairman Mark Meadows details content, process,",True,0.0,0.0,,31721,,
LynnCalafiore,2019-12-12 12:55:47,Ever read article Muslims declaring armed jihad people telling us thoughts?,True,0.0,0.0,,152,,
TheAdvo46815945,2019-12-12 12:55:47,"Trump impeached less two weeks. resign, removed, voted less year.",True,-0.16666666666666666,-0.16666666666666666,,2519,,
DemReina,2019-12-12 12:55:47,5 judiciary committee members Clintons impeachment 21 years ago still committee vote today,True,0.0,0.0,"California, USA",27,,
AmyDoghouse,2019-12-12 12:55:47,always insightful,False,0.0,0.0,,301,,
connnutmeg,2019-12-12 12:55:47,Republican Invites Democrats Impeachment Hearing Trumps Second Inauguration 2021,True,0.0,0.0,CONNECTICUT,13747,,
1SoniaF,2019-12-12 12:55:47,"Impeachment TRUMP. Impeachment covering SWAMP. DNC, Clintons, Soros, Oboma, Lynch, Holder, FB",True,0.0,0.0,,223,,
Eli_A_Levine,2019-12-12 12:55:47,"fastest, weakest, thinnest, PAISAN impeachment American presidential history. impeachmentDebate",True,0.25,0.0,"Efrat, Israel",1754,,
patburrow1,2019-12-12 12:55:47,Join event eve historic House impeachment vote,True,0.0,0.0,"Wisconsin, USA",3532,,
